state,county,lat,lon,population
NE,Rock,42.5367,-99.4999,1262
NE,Saline,40.5792,-97.0169,14292
NE,Sarpy,41.1529,-96.0437,190604
NE,Saunders,41.1954,-96.5601,22278
NE,Scotts Bluff,41.8651,-103.6804,36084
NE,Seward,40.8751,-97.1023,17609
NE,Sheridan,42.7048,-102.4041,5127
NE,Sherman,41.2286,-98.9686,2959
NE,Sioux,42.4088,-103.8332,1135
NE,Stanton,41.9851,-97.2550,5842
NE,Thayer,40.1783,-97.6281,5034
NE,Thomas,41.9671,-100.5656,669
NE,Thurston,42.1619,-96.5225,6773
NE,Valley,41.5737,-98.9489,4059
NE,Washington,41.5047,-96.1566,20865
NE,Wayne,42.2236,-97.0563,9697
NE,Webster,40.1959,-98.4866,3395
NE,Wheeler,41.8852,-98.5455,774
NE,York,40.8635,-97.6050,14125
NH,Belknap,43.5182,-71.4395,63705
NH,Carroll,43.8101,-71.1701,50107
NH,Cheshire,42.8979,-72.2606,76458
NH,Coos,44.5445,-71.3636,31268
NH,Grafton,43.8374,-71.9572,91118
NH,Hillsborough,42.8794,-71.5315,422937
NH,Merrimack,43.2440,-71.5868,153808
NH,Rockingham,42.9375,-71.1059,314176
NH,Strafford,43.2461,-70.9544,130889
NH,Sullivan,43.3702,-72.2565,43063
NJ,Atlantic,39.4282,-74.5847,274534
NJ,Bergen,40.9169,-74.0568,955732
NJ,Burlington,39.9837,-74.8366,461860
NJ,Camden,39.8631,-75.0264,523485
NJ,Cape May,39.0969,-74.8070,95263
NJ,Cumberland,39.4317,-75.0896,154152
NJ,Essex,40.7679,-74.2161,863728
NJ,Gloucester,39.7488,-75.1303,302294
NJ,Hudson,40.7416,-74.0614,724854
NJ,Hunterdon,40.5726,-74.8960,128947
NJ,Mercer,40.2554,-74.6994,387340
NJ,Middlesex,40.4844,-74.3886,863162
NJ,Monmouth,40.2912,-74.1486,643615
NJ,Morris,40.8591,-74.5003,509285
NJ,Ocean,39.9786,-74.2159,637229
NJ,Passaic,40.9240,-74.1899,524118
NJ,Salem,39.6272,-75.3782,64837
NJ,Somerset,40.5599,-74.5784,345361
NJ,Sussex,41.0905,-74.6555,144221
NJ,Union,40.6594,-74.2937,575345
NJ,Warren,40.7947,-75.0149,109632
NM,Bernalillo,35.1095,-106.6178,676444
NM,Catron,33.9587,-108.5315,3579
NM,Chaves,33.3657,-104.5147,65157
NM,Cibola,35.1070,-107.8188,27172
NM,Colfax,36.6981,-104.6566,12387
NM,Curry,34.4211,-103.2132,48430
NM,De Baca,34.4607,-104.2480,1698
NM,Doña Ana,32.2484,-106.7288,219561
NM,Eddy,32.5382,-104.2886,62314
NM,Grant,32.7811,-108.2432,28185
NM,Guadalupe,34.9326,-104.7645,4452
NM,Harding,35.8530,-103.9786,657
NM,Hidalgo,32.2865,-108.7712,4178
NM,Lea,32.7517,-103.1905,74455
NM,Lincoln,33.4196,-105.6311,20269
NM,Los Alamos,35.8692,-106.2723,19419
NM,Luna,32.2230,-107.7419,25427
NM,McKinley,35.5132,-108.6343,72902
NM,Mora,36.0042,-105.2371,4189
NM,Otero,32.7785,-106.0003,67839
NM,Quay,35.1783,-103.6624,8746
NM,Rio Arriba,36.2040,-106.2052,40363
NM,Roosevelt,34.1686,-103.3475,19191
NM,San Juan,36.7240,-108.2202,121661
NM,San Miguel,35.5763,-105.3079,27201
NM,Sandoval,35.3197,-106.6492,148834
NM,Santa Fe,35.6326,-106.0048,154823
NM,Sierra,33.1070,-107.2817,11576
NM,Socorro,34.1549,-106.9604,16595
NM,Taos,36.4351,-105.6079,34489
NM,Torrance,34.8706,-106.1027,15045
NM,Union,36.4682,-103.2659,4079
NM,Valencia,34.7557,-106.7228,76205
NV,Carson City,39.1661,-119.7541,58639
NV,Churchill,39.4745,-118.7961,25516
NV,Clark,36.1411,-115.1530,2265461
NV,Douglas,38.9575,-119.7562,49488
NV,Elko,40.8563,-115.5343,53702
NV,Esmeralda,37.7044,-117.6706,729
NV,Eureka,39.9470,-116.2091,1855
NV,Humboldt,41.0176,-117.7443,17285
NV,Lander,40.4985,-116.9495,5734
NV,Lincoln,37.7101,-114.6264,4499
NV,Lyon,39.3558,-119.3272,59235
NV,Mineral,38.6016,-118.6434,4554
NV,Nye,36.4143,-116.1257,51591
NV,Pershing,40.3347,-118.2942,6650
NV,Storey,39.3898,-119.6224,4104
NV,Washoe,39.5345,-119.7935,486492
NV,White Pine,39.2783,-114.8755,9080
NY,Albany,42.6806,-73.8116,314848
NY,Allegany,42.2287,-78.0208,46456
NY,Bronx,40.8494,-73.8823,1472654
NY,Broome,42.1208,-75.9363,198683
NY,Cattaraugus,42.2237,-78.6084,77042
NY,Cayuga,42.9389,-76.5607,76248
NY,Chautauqua,42.2450,-79.3148,127657
NY,Chemung,42.1206,-76.8138,84148
NY,Chenango,42.4810,-75.5689,47220
NY,Clinton,44.7299,-73.5428,79843
NY,Columbia,42.2744,-73.6804,61570
NY,Cortland,42.5955,-76.1462,46809
NY,Delaware,42.2487,-74.9963,44308
NY,Dutchess,41.6781,-73.8415,295911
NY,Erie,42.8911,-78.7927,954236
NY,Essex,44.1684,-73.6764,37381
NY,Franklin,44.7177,-74.3514,47555
NY,Fulton,43.0586,-74.3299,53324
NY,Genesee,42.9989,-78.1710,58388
NY,Greene,42.2983,-73.9788,47931
NY,Hamilton,43.6127,-74.3855,5107
NY,Herkimer,43.0713,-74.9949,60139
NY,Jefferson,44.0199,-75.8950,116721
NY,Kings,40.6517,-73.9550,2736074
NY,Lewis,43.7887,-75.4492,26582
NY,Livingston,42.7690,-77.7628,61834
NY,Madison,42.9869,-75.7200,68016
NY,Monroe,43.1607,-77.6190,759443
NY,Montgomery,42.9327,-74.3441,49532
NY,Nassau,40.7164,-73.6037,1395774
NY,New York,40.7764,-73.9674,1694251
NY,Niagara,43.1344,-78.8511,212666
NY,Oneida,43.1463,-75.3559,232125
NY,Onondaga,43.0680,-76.1674,476516
NY,Ontario,42.9023,-77.2669,112458
NY,Orange,41.4196,-74.2394,401310
NY,Orleans,43.2493,-78.2244,40343
NY,Oswego,43.3922,-76.3118,117525
NY,Otsego,42.5641,-75.0602,58524
NY,Putnam,41.4109,-73.7186,97668
NY,Queens,40.7212,-73.8340,2405464
NY,Rensselaer,42.6996,-73.6320,161130
NY,Richmond,40.5893,-74.1367,495747
NY,Rockland,41.1274,-74.0221,338329
NY,Saratoga,43.0079,-73.7844,235509
NY,Schenectady,42.8091,-73.9453,158061
NY,Schoharie,42.6440,-74.4357,29714
NY,Schuyler,42.3893,-76.8691,17898
NY,Seneca,42.8285,-76.8277,33814
NY,St. Lawrence,44.6528,-75.1479,108505
NY,Steuben,42.2648,-77.3197,93584
NY,Suffolk,40.8234,-73.1033,1525920
NY,Sullivan,41.6985,-74.6986,78624
NY,Tioga,42.1214,-76.2989,48455
NY,Tompkins,42.4591,-76.4790,105740
NY,Ulster,41.8417,-74.0984,181851
NY,Warren,43.3929,-73.7112,65737
NY,Washington,43.2890,-73.4608,61302
NY,Wayne,43.1436,-77.1302,91283
NY,Westchester,41.0386,-73.8055,1004457
NY,Wyoming,42.7227,-78.2096,40531
NY,Yates,42.6347,-77.0781,24774
OH,Adams,38.8512,-83.5192,27477
OH,Allen,40.7572,-84.1237,102206
OH,Ashland,40.8544,-82.2843,52447
OH,Ashtabula,41.7921,-80.7690,97574
OH,Athens,39.3427,-82.0996,62431
OH,Auglaize,40.5440,-84.2725,46422
OH,Belmont,40.0425,-80.8929,66497
OH,Brown,38.9521,-83.8928,43676
OH,Butler,39.4106,-84.4984,390357
OH,Carroll,40.6088,-81.1142,26721
OH,Champaign,40.1212,-83.7565,38714
OH,Clark,39.9276,-83.8317,136001
OH,Clermont,39.1049,-84.2138,208601
OH,Clinton,39.4115,-83.8430,42018
OH,Columbiana,40.7803,-80.7306,101877
OH,Coshocton,40.2915,-81.8631,36612
OH,Crawford,40.7963,-82.8735,42025
OH,Cuyahoga,41.4484,-81.6775,1264817
OH,Darke,40.1161,-84.6063,51881
OH,Defiance,41.2948,-84.4487,38286
OH,Delaware,40.2134,-83.0123,214124
OH,Erie,41.4053,-82.6273,75622
OH,Fairfield,39.7994,-82.6729,158921
OH,Fayette,39.5485,-83.4439,28951
OH,Franklin,40.0012,-82.9922,1323807
OH,Fulton,41.5781,-84.0952,42713
OH,Gallia,38.8318,-82.2752,29220
OH,Geauga,41.4875,-81.2234,95397
OH,Greene,39.7258,-83.9972,167966
OH,Guernsey,40.0177,-81.5420,38438
OH,Hamilton,39.1811,-84.5091,830639
OH,Hancock,41.0388,-83.6421,74920
OH,Hardin,40.6873,-83.6730,30696
OH,Harrison,40.3083,-81.0529,14483
OH,Henry,41.3602,-84.0781,27662
OH,Highland,39.2191,-83.5821,43317
OH,Hocking,39.5249,-82.4497,28050
OH,Holmes,40.5682,-81.8695,44223
OH,Huron,41.1764,-82.6138,58565
OH,Jackson,39.0358,-82.6109,32653
OH,Jefferson,40.3655,-80.6924,65249
OH,Knox,40.4003,-82.4543,62721
OH,Lake,41.6850,-81.3199,232603
OH,Lawrence,38.5014,-82.5388,58240
OH,Licking,40.0511,-82.5216,178519
OH,Logan,40.3826,-83.7768,46150
OH,Lorain,41.3917,-82.1102,312964
OH,Lucas,41.6520,-83.6203,431279
OH,Madison,39.9235,-83.3784,43824
OH,Mahoning,41.0482,-80.6970,228614
OH,Marion,40.5821,-83.1271,65359
OH,Medina,41.1442,-81.8377,182470
OH,Meigs,39.0615,-82.0111,22210
OH,Mercer,40.5156,-84.6064,42528
OH,Miami,40.0399,-84.2295,108774
OH,Monroe,39.7439,-81.0667,13385
OH,Montgomery,39.7442,-84.2064,537309
OH,Morgan,39.6160,-81.8659,13802
OH,Morrow,40.5185,-82.7938,34950
OH,Muskingum,39.9635,-81.9968,86410
OH,Noble,39.7729,-81.4871,14115
OH,Ottawa,41.5325,-83.0804,40364
OH,Paulding,41.1327,-84.5885,18806
OH,Perry,39.7585,-82.2380,35408
OH,Pickaway,39.6711,-82.9927,58539
OH,Pike,39.0842,-83.0366,27088
OH,Portage,41.1808,-81.2769,161791
OH,Preble,39.7432,-84.6254,40999
OH,Putnam,41.0083,-84.1155,34451
OH,Richland,40.7616,-82.5404,124936
OH,Ross,39.3417,-83.0230,77093
OH,Sandusky,41.3404,-83.1005,58896
OH,Scioto,38.7809,-82.9447,74008
OH,Seneca,41.1278,-83.2021,55069
OH,Shelby,40.3195,-84.1943,48230
OH,Stark,40.8376,-81.3890,374853
OH,Summit,41.1161,-81.5119,540428
OH,Trumbull,41.2405,-80.7599,201977
OH,Tuscarawas,40.4814,-81.4670,93263
OH,Union,40.2419,-83.3349,62784
OH,Van Wert,40.8562,-84.5658,28931
OH,Vinton,39.2412,-82.5042,12800
OH,Warren,39.4233,-84.2439,242337
OH,Washington,39.4098,-81.5177,59771
OH,Wayne,40.8365,-81.8645,116894
OH,Williams,41.5325,-84.5717,37102
OH,Wood,41.4533,-83.6028,132248
OH,Wyandot,40.8660,-83.2993,21900
OK,Adair,35.8875,-94.6357,19495
OK,Alfalfa,36.6585,-98.3176,5699
OK,Atoka,34.3300,-96.0975,14143
OK,Beaver,36.8294,-100.6382,5049
OK,Beckham,35.3612,-99.5110,22410
OK,Blaine,35.8852,-98.4282,8735
OK,Bryan,33.9807,-96.3861,46067
OK,Caddo,35.1760,-98.3394,26945
OK,Canadian,35.4934,-97.7662,154405
OK,Carter,34.1895,-97.1975,48003
OK,Cherokee,35.9023,-94.9956,47078
OK,Choctaw,34.0191,-95.5283,14204
OK,Cimarron,36.7344,-102.4960,2296
OK,Cleveland,35.2693,-97.4504,295528
OK,Coal,34.5480,-96.2782,5266
OK,Comanche,34.6330,-98.4194,121125
OK,Cotton,34.3126,-98.3315,5527
OK,Craig,36.6792,-95.1546,14107
OK,Creek,35.9754,-96.2260,71754
OK,Custer,35.5477,-98.8287,28513
OK,Delaware,36.4685,-94.7933,40397
OK,Dewey,36.0571,-99.0742,4484
OK,Ellis,36.2625,-99.7870,3749
OK,Garfield,36.3985,-97.8855,62846
OK,Garvin,34.7375,-97.2895,25656
OK,Grady,35.1124,-97.8504,54795
OK,Grant,36.7611,-97.7797,4169
OK,Greer,34.9120,-99.4642,5491
OK,Harmon,34.6945,-99.8974,2488
OK,Harper,36.7686,-99.7618,3272
OK,Haskell,35.2390,-95.1248,11561
OK,Hughes,35.0792,-96.3262,13367
OK,Jackson,34.6572,-99.3314,24785
OK,Jefferson,34.1321,-97.8717,5337
OK,Johnston,34.2623,-96.6501,10272
OK,Kay,36.7443,-97.1252,43700
OK,Kingfisher,35.9139,-97.9110,15184
OK,Kiowa,34.9369,-99.0180,8509
OK,Latimer,34.8820,-95.2552,9444
OK,Le Flore,35.0652,-94.6391,48129
OK,Lincoln,35.6563,-96.8823,33458
OK,Logan,35.8223,-97.4429,49555
OK,Love,33.9227,-97.1701,10146
OK,Major,36.2989,-98.4324,7782
OK,Marshall,34.0181,-96.7493,15312
OK,Mayes,36.2922,-95.2432,39046
OK,McClain,35.1063,-97.5276,41662
OK,McCurtain,33.9997,-94.8147,30814
OK,McIntosh,35.3859,-95.5814,18941
OK,Murray,34.5071,-97.0277,13904
OK,Muskogee,35.7118,-95.3666,66339
OK,Noble,36.3241,-97.2331,10924
OK,Nowata,36.7750,-95.6352,9320
OK,Okfuskee,35.4511,-96.3380,11310
OK,Oklahoma,35.5255,-97.5124,796292
OK,Okmulgee,35.6179,-95.9692,36706
OK,Osage,36.4152,-96.2286,45818
OK,Ottawa,36.8574,-94.8348,30285
OK,Pawnee,36.2704,-96.5392,15553
OK,Payne,36.0913,-97.0070,81646
OK,Pittsburg,34.9563,-95.7213,43773
OK,Pontotoc,34.7742,-96.6732,38065
OK,Pottawatomie,35.3214,-96.9529,72454
OK,Pushmataha,34.3278,-95.4820,10812
OK,Roger Mills,35.6285,-99.6594,3442
OK,Rogers,36.3153,-95.6506,95240
OK,Seminole,35.1862,-96.6312,23556
OK,Sequoyah,35.4662,-94.7297,39281
OK,Stephens,34.5185,-97.9466,42848
OK,Texas,36.7122,-101.4484,21384
OK,Tillman,34.3825,-98.9711,6968
OK,Tulsa,36.1027,-95.9115,669279
OK,Wagoner,36.0160,-95.6276,80981
OK,Washington,36.7285,-95.9374,52455
OK,Washita,35.3143,-99.0535,10924
OK,Woods,36.7675,-98.7081,8624
OK,Woodward,36.4237,-99.3836,20470
OR,Baker,44.7800,-117.7621,16668
OR,Benton,44.5731,-123.2751,95184
OR,Clackamas,45.3634,-122.5750,421401
OR,Clatsop,46.0989,-123.8410,41072
OR,Columbia,45.8900,-122.9294,52589
OR,Coos,43.3055,-124.2324,64929
OR,Crook,44.2836,-120.8436,24738
OR,Curry,42.2519,-124.3280,23446
OR,Deschutes,44.0910,-121.3062,198253
OR,Douglas,43.2400,-123.3888,111201
OR,Gilliam,45.4496,-120.1970,1995
OR,Grant,44.4515,-119.0036,7233
OR,Harney,43.5216,-118.9869,7495
OR,Hood River,45.6590,-121.5657,23977
OR,Jackson,42.3478,-122.8586,223259
OR,Jefferson,44.5915,-121.1904,24502
OR,Josephine,42.4044,-123.3852,88090
OR,Klamath,42.2859,-121.7268,69413
OR,Lake,42.4784,-120.4764,8160
OR,Lane,44.0396,-123.1192,382971
OR,Lincoln,44.7137,-124.0020,50395
OR,Linn,44.5563,-122.9595,128610
OR,Malheur,43.9754,-117.0611,31571
OR,Marion,44.9601,-122.9559,345920
OR,Morrow,45.7391,-119.6173,12186
OR,Multnomah,45.5179,-122.5912,815428
OR,Polk,44.9209,-123.2081,87433
OR,Sherman,45.5184,-120.7215,1870
OR,Tillamook,45.4695,-123.8585,27390
OR,Umatilla,45.8012,-118.9675,80075
OR,Union,45.3416,-118.0182,26196
OR,Wallowa,45.4433,-117.3056,7391
OR,Wasco,45.5415,-121.2041,26670
OR,Washington,45.4861,-122.8709,600372
OR,Wheeler,44.8371,-120.0888,1451
OR,Yamhill,45.2395,-123.1370,107722
PA,Adams,39.8511,-77.1570,103852
PA,Allegheny,40.4478,-79.9716,1250578
PA,Armstrong,40.7696,-79.5110,65558
PA,Beaver,40.6843,-80.3020,168215
PA,Bedford,40.0543,-78.4769,47577
PA,Berks,40.3627,-75.9099,428849
PA,Blair,40.4872,-78.3766,122822
PA,Bradford,41.8339,-76.5279,59967
PA,Bucks,40.2394,-75.0264,646538
PA,Butler,40.8216,-79.9665,193763
PA,Cambria,40.4081,-78.8002,133472
PA,Cameron,41.5024,-78.2388,4547
PA,Carbon,40.8720,-75.7089,64749
PA,Centre,40.8398,-77.8362,158172
PA,Chester,39.9934,-75.6781,534413
PA,Clarion,41.1824,-79.4295,37241
PA,Clearfield,40.9915,-78.4993,80562
PA,Clinton,41.1401,-77.4488,37450
PA,Columbia,41.0387,-76.3896,64727
PA,Crawford,41.6664,-80.0984,83938
PA,Cumberland,40.2059,-77.0926,259469
PA,Dauphin,40.3046,-76.7965,286401
PA,Delaware,39.9226,-75.3489,576830
PA,Elk,41.4191,-78.6197,30990
PA,Erie,42.0686,-80.0727,270876
PA,Fayette,39.9492,-79.7160,128804
PA,Forest,41.4871,-79.2232,6973
PA,Franklin,39.8835,-77.6549,155932
PA,Fulton,39.9183,-78.0862,14556
PA,Greene,39.8769,-80.1135,35954
PA,Huntingdon,40.4286,-78.0029,44092
PA,Indiana,40.6175,-79.1305,83246
PA,Jefferson,41.0859,-78.9643,44492
PA,Juniata,40.5730,-77.3277,23509
PA,Lackawanna,41.4415,-75.6364,215896
PA,Lancaster,40.0739,-76.2925,552984
PA,Lawrence,40.9868,-80.3365,86070
PA,Lebanon,40.3403,-76.4431,143257
PA,Lehigh,40.5978,-75.5094,374557
PA,Luzerne,41.1953,-75.9284,325594
PA,Lycoming,41.2493,-76.9813,114188
PA,McKean,41.8652,-78.5833,40432
PA,Mercer,41.2639,-80.3367,110652
PA,Mifflin,40.6043,-77.6159,46143
PA,Monroe,41.0386,-75.3059,168327
PA,Montgomery,40.1695,-75.3145,856553
PA,Montour,40.9968,-76.6302,18136
PA,Northampton,40.6991,-75.3209,312951
PA,Northumberland,40.8746,-76.6845,91647
PA,Perry,40.4108,-77.1544,45842
PA,Philadelphia,40.0035,-75.1395,1603797
PA,Pike,41.3024,-74.9835,58535
PA,Potter,41.8233,-77.9358,16396
PA,Schuylkill,40.7127,-76.1959,143049
PA,Snyder,40.7874,-76.9809,39736
PA,Somerset,40.0290,-79.0124,74129
PA,Sullivan,41.4696,-76.4929,5840
PA,Susquehanna,41.8231,-75.7692,38434
PA,Tioga,41.8148,-77.2111,41045
PA,Union,40.9702,-76.9592,42681
PA,Venango,41.4042,-79.7654,50454
PA,Warren,41.8531,-79.2333,38587
PA,Washington,40.2084,-80.1461,209349
PA,Wayne,41.5397,-75.3076,51155
PA,Westmoreland,40.3402,-79.5946,354663
PA,Wyoming,41.5387,-75.9386,26069
PA,York,39.9419,-76.7537,456438
PR,Adjuntas,18.1736,-66.7409,18020
PR,Aguada,18.3626,-67.1764,38136
PR,Aguadilla,18.4599,-67.1263,55101
PR,Aguas Buenas,18.2487,-66.1229,24223
PR,Aibonito,18.1373,-66.2687,24637
PR,Arecibo,18.4390,-66.6910,87754
PR,Arroyo,17.9848,-66.0549,15843
PR,Añasco,18.2904,-67.1400,25596
PR,Barceloneta,18.4445,-66.5587,22657
PR,Barranquitas,18.2030,-66.3114,28983
PR,Bayamón,18.3729,-66.1682,185187
PR,Cabo Rojo,18.0704,-67.1567,47158
PR,Caguas,18.2269,-66.0460,127244
PR,Camuy,18.4445,-66.8633,32827
PR,Canóvanas,18.3596,-65.8952,42337
PR,Carolina,18.3927,-65.9717,154815
PR,Cataño,18.4367,-66.1414,23155
PR,Cayey,18.1194,-66.1505,41652
PR,Ceiba,18.2629,-65.6563,11307
PR,Ciales,18.3149,-66.4937,16984
PR,Cidra,18.1720,-66.1513,39970
PR,Coamo,18.0789,-66.3617,34668
PR,Comerío,18.2269,-66.2238,18883
PR,Corozal,18.3165,-66.3229,34571
PR,Culebra,18.3119,-65.3019,1792
PR,Dorado,18.4403,-66.2841,35879
PR,Fajardo,18.3272,-65.6570,32124
PR,Florida,18.3684,-66.5631,11692
PR,Guayama,17.9811,-66.1201,36614
PR,Guayanilla,18.0327,-66.7930,17784
PR,Guaynabo,18.3663,-66.1133,89780
PR,Gurabo,18.2538,-65.9795,40622
PR,Guánica,17.9856,-66.9120,13787
PR,Hatillo,18.4408,-66.7977,38486
PR,Hormigueros,18.1412,-67.1208,15654
PR,Humacao,18.1420,-65.8169,50896
PR,Isabela,18.4737,-67.0182,42943
PR,Jayuya,18.2166,-66.5937,14779
PR,Juana Díaz,18.0408,-66.5039,46538
PR,Juncos,18.2239,-65.9138,37012
PR,Lajas,18.0326,-67.0470,23334
PR,Lares,18.2939,-66.8707,28105
PR,Las Marías,18.2421,-66.9933,8874
PR,Las Piedras,18.1804,-65.8738,35180
PR,Loíza,18.4189,-65.8691,23693
PR,Luquillo,18.3615,-65.7233,17781
PR,Manatí,18.4280,-66.4827,39492
PR,Maricao,18.1764,-66.9551,4755
PR,Maunabo,18.0104,-65.9047,10589
PR,Mayagüez,18.2004,-67.1327,73077
PR,Moca,18.3809,-67.0838,37460
PR,Morovis,18.3288,-66.4130,28727
PR,Naguabo,18.2187,-65.7494,23386
PR,Naranjito,18.2926,-66.2511,29241
PR,Orocovis,18.2220,-66.4067,21434
PR,Patillas,18.0075,-66.0046,15985
PR,Peñuelas,18.0586,-66.7223,20399
PR,Ponce,18.0218,-66.6170,137491
PR,Quebradillas,18.4546,-66.9274,23638
PR,Rincón,18.3341,-67.2336,15187
PR,Río Grande,18.3673,-65.8275,47060
PR,Sabana Grande,18.0704,-66.9505,22729
PR,Salinas,17.9911,-66.2604,25789
PR,San Germán,18.0961,-67.0412,31879
PR,San Juan,18.4020,-66.0562,342259
PR,San Lorenzo,18.1716,-65.9721,37693
PR,San Sebastián,18.3352,-66.9822,39345
PR,Santa Isabel,17.9892,-66.3946,20281
PR,Toa Alta,18.3674,-66.2296,66852
PR,Toa Baja,18.4293,-66.2017,75293
PR,Trujillo Alto,18.3507,-66.0081,67740
PR,Utuado,18.2687,-66.7072,28287
PR,Vega Alta,18.4234,-66.3316,35395
PR,Vega Baja,18.4397,-66.3991,54414
PR,Vieques,18.1342,-65.4490,8249
PR,Villalba,18.1238,-66.4866,22093
PR,Yabucoa,18.0690,-65.8859,30426
PR,Yauco,18.0433,-66.8595,34172
RI,Bristol,41.7126,-71.2847,50793
RI,Kent,41.6985,-71.4890,170363
RI,Newport,41.5486,-71.2666,85643
RI,Providence,41.8572,-71.4497,660741
RI,Washington,41.4673,-71.5900,129839
SC,Abbeville,34.2416,-82.4221,24295
SC,Aiken,33.5357,-81.7745,168808
SC,Allendale,32.9971,-81.2913,8039
SC,Anderson,34.5647,-82.6166,203718
SC,Bamberg,33.2676,-81.0722,13311
SC,Barnwell,33.2945,-81.3567,20589
SC,Beaufort,32.3180,-80.7869,187117
SC,Berkeley,33.0593,-80.0350,229861
SC,Calhoun,33.6779,-80.8221,14119
SC,Charleston,32.8258,-79.9781,408235
SC,Cherokee,35.0810,-81.6483,56216
SC,Chester,34.7044,-81.1186,32294
SC,Chesterfield,34.6811,-80.1498,43273
SC,Clarendon,33.6862,-80.2080,31144
SC,Colleton,32.9088,-80.6469,38604
SC,Darlington,34.3261,-79.9855,62905
SC,Dillon,34.3948,-79.3616,28292
SC,Dorchester,32.9959,-80.2127,161540
SC,Edgefield,33.7131,-81.9230,25657
SC,Fairfield,34.3613,-81.0693,20948
SC,Florence,34.1060,-79.7647,137059
SC,Georgetown,33.4576,-79.2509,63404
SC,Greenville,34.8447,-82.3313,525534
SC,Greenwood,34.2052,-82.1479,69351
SC,Hampton,32.8016,-81.1164,18561
SC,Horry,33.7802,-78.9377,351029
SC,Jasper,32.4073,-81.0021,28791
SC,Kershaw,34.2572,-80.6509,65403
SC,Lancaster,34.8048,-80.7718,96016
SC,Laurens,34.5095,-82.0320,67539
SC,Lee,34.1836,-80.2669,16531
SC,Lexington,33.9622,-81.2189,293991
SC,Marion,34.1661,-79.3405,29183
SC,Marlboro,34.6380,-79.6717,26667
SC,McCormick,33.8793,-82.2977,9526
SC,Newberry,34.2647,-81.5736,37719
SC,Oconee,34.7075,-83.0020,78607
SC,Orangeburg,33.4718,-80.7988,84223
SC,Pickens,34.8053,-82.6897,131404
SC,Richland,34.0680,-80.9888,416147
SC,Saluda,33.9988,-81.7028,18862
SC,Spartanburg,34.9639,-82.0078,327997
SC,Sumter,33.9295,-80.3896,105556
SC,Union,34.7331,-81.6277,27244
SC,Williamsburg,33.6519,-79.7332,31026
SC,York,34.9986,-81.0514,282090
SD,Aurora,43.6937,-98.5297,2747
SD,Beadle,44.3673,-98.2277,19149
SD,Bennett,43.2106,-101.7859,3381
SD,Bon Homme,42.9661,-97.8599,7003
SD,Brookings,44.3109,-96.7859,34375
SD,Brown,45.4754,-98.4517,38301
SD,Brule,43.7627,-99.1914,5247
SD,Buffalo,44.0591,-99.3710,1948
SD,Butte,44.6697,-103.7663,10243
SD,Campbell,45.8013,-100.1006,1377
SD,Charles Mix,43.1753,-98.5278,9373
SD,Clark,44.8256,-97.7092,3837
SD,Clay,42.8090,-96.9368,14967
SD,Codington,44.9141,-97.1299,28325
SD,Corson,45.7581,-100.9124,3902
SD,Custer,43.7407,-103.5149,8318
SD,Davison,43.7064,-98.0404,19956
SD,Day,45.3691,-97.5192,5449
SD,Deuel,44.7387,-96.6609,4295
SD,Dewey,45.1166,-101.1101,5239
SD,Douglas,43.3776,-98.3697,2835
SD,Edmunds,45.4534,-99.1487,3986
SD,Fall River,43.3874,-103.5131,6973
SD,Faulk,45.0610,-99.0993,2125
SD,Grant,45.2069,-96.6587,7556
SD,Gregory,43.1835,-99.2796,3994
SD,Haakon,44.1333,-101.5727,1872
SD,Hamlin,44.6462,-97.1482,6164
SD,Hand,44.5255,-98.9916,3145
SD,Hanson,43.6561,-97.7717,3461
SD,Harding,45.6059,-103.5203,1311
SD,Hughes,44.3828,-100.3053,17765
SD,Hutchinson,43.3370,-97.7455,7427
SD,Hyde,44.5197,-99.4553,1262
SD,Jackson,43.6497,-101.6651,2806
SD,Jerauld,44.0910,-98.5380,1663
SD,Jones,43.8953,-100.6951,917
SD,Kingsbury,44.3771,-97.4088,5187
SD,Lake,44.0015,-97.0950,11059
SD,Lawrence,44.4534,-103.8059,25768
SD,Lincoln,43.4411,-96.7445,65161
SD,Lyman,43.9537,-99.7170,3718
SD,Marshall,45.7579,-97.6289,4306
SD,McCook,43.6615,-97.3483,5682
SD,McPherson,45.7662,-99.2431,2411
SD,Meade,44.2814,-103.2801,29852
SD,Mellette,43.5494,-100.8092,1918
SD,Miner,44.0113,-97.5515,2298
SD,Minnehaha,43.5583,-96.7315,197214
SD,Moody,44.0184,-96.6634,6336
SD,Oglala Lakota,43.1834,-102.4796,13672
SD,Pennington,44.0649,-103.2109,109222
SD,Perkins,45.7096,-102.3310,2835
SD,Potter,45.0704,-99.9519,2472
SD,Roberts,45.6112,-96.9591,10280
SD,Sanborn,44.0056,-98.1451,2330
SD,Spink,44.9047,-98.4129,6361
SD,Stanley,44.3722,-100.4481,2980
SD,Sully,44.7031,-100.1359,1446
SD,Todd,43.2493,-100.7802,9319
SD,Tripp,43.3502,-99.8470,5624
SD,Turner,43.3044,-97.1128,8673
SD,Union,42.6810,-96.5922,16811
SD,Walworth,45.5185,-100.3118,5315
SD,Yankton,42.9013,-97.3969,23310
SD,Ziebach,44.9298,-101.5302,2413
TN,Anderson,36.0812,-84.1788,77123
TN,Bedford,35.5122,-86.4650,50237
TN,Benton,36.0709,-88.0900,15864
TN,Bledsoe,35.6215,-85.2003,14913
