state,county,lat,lon,population
IA,Mills,41.0509,-95.6937,14484
IA,Mitchell,43.3345,-92.8061,10565
IA,Monona,42.0626,-95.9889,8751
IA,Monroe,41.0338,-92.8252,7577
IA,Montgomery,41.0093,-95.1697,10330
IA,Muscatine,41.4655,-91.0778,43235
IA,O'Brien,43.1292,-95.6953,14182
IA,Osceola,43.3872,-95.6810,6192
IA,Page,40.7470,-95.1873,15211
IA,Palo Alto,43.1011,-94.6885,8996
IA,Plymouth,42.7480,-96.2030,25698
IA,Pocahontas,42.7440,-94.7070,7078
IA,Polk,41.6310,-93.6402,492401
IA,Pottawattamie,41.2784,-95.7939,93667
IA,Poweshiek,41.7125,-92.6249,18662
IA,Ringgold,40.7380,-94.2371,4663
IA,Sac,42.3753,-95.0896,9814
IA,Scott,41.5647,-90.5627,174669
IA,Shelby,41.6626,-95.3233,11746
IA,Sioux,43.0808,-96.1680,35872
IA,Story,42.0251,-93.6049,98537
IA,Tama,42.0624,-92.5441,17135
IA,Taylor,40.7536,-94.6798,5896
IA,Union,41.0548,-94.3183,12138
IA,Van Buren,40.7442,-91.9425,7203
IA,Wapello,41.0164,-92.4189,35437
IA,Warren,41.4068,-93.5956,52403
IA,Washington,41.3651,-91.6942,22565
IA,Wayne,40.7333,-93.3041,6497
IA,Webster,42.4812,-94.1795,36999
IA,Winnebago,43.3415,-93.6639,10679
IA,Winneshiek,43.2811,-91.8132,20070
IA,Woodbury,42.4833,-96.3460,105941
IA,Worth,43.3694,-93.2504,7443
IA,Wright,42.7330,-93.7563,12943
ID,Ada,43.6121,-116.3131,494967
ID,Adams,44.8439,-116.3833,4379
ID,Bannock,42.8711,-112.4251,87018
ID,Bear Lake,42.3075,-111.3412,6372
ID,Benewah,47.2731,-116.6446,9530
ID,Bingham,43.2231,-112.3463,47992
ID,Blaine,43.5481,-114.2990,24272
ID,Boise,43.9065,-115.9853,7610
ID,Bonner,48.2365,-116.6302,47110
ID,Bonneville,43.4948,-111.9944,123964
ID,Boundary,48.7106,-116.3026,12056
ID,Butte,43.6973,-113.3022,2574
ID,Camas,43.3529,-114.7545,1077
ID,Canyon,43.6125,-116.6250,231105
ID,Caribou,42.6462,-111.6521,7027
ID,Cassia,42.4874,-113.7478,24655
ID,Clark,44.1947,-112.2621,790
ID,Clearwater,46.4891,-116.1908,8734
ID,Custer,44.2803,-114.0963,4275
ID,Elmore,43.1177,-115.6851,28666
ID,Franklin,42.0982,-111.8718,14194
ID,Fremont,44.0129,-111.6169,13388
ID,Gem,43.8831,-116.5077,19123
ID,Gooding,42.8535,-114.7504,15598
ID,Idaho,45.9720,-116.1055,16541
ID,Jefferson,43.6871,-111.9590,30891
ID,Jerome,42.6995,-114.4650,24237
ID,Kootenai,47.7386,-116.8374,171362
ID,Latah,46.7426,-116.9348,39517
ID,Lemhi,45.1304,-113.8610,7974
ID,Lewis,46.2376,-116.2640,3533
ID,Lincoln,42.9717,-114.3333,5127
ID,Madison,43.8192,-111.7939,52913
ID,Minidoka,42.6112,-113.7126,21613
ID,Nez Perce,46.3939,-116.9521,42090
ID,Oneida,42.1822,-112.2955,4564
ID,Owyhee,43.3934,-116.7047,11913
ID,Payette,44.0196,-116.8933,25386
ID,Power,42.7746,-112.8273,7878
ID,Shoshone,47.5149,-116.0918,13169
ID,Teton,43.6924,-111.1221,11630
ID,Twin Falls,42.5603,-114.4996,90046
ID,Valley,44.7662,-116.0747,11746
ID,Washington,44.2983,-116.9210,10500
IL,Adams,39.9439,-91.3274,65737
IL,Alexander,37.1529,-89.2949,5240
IL,Bond,38.8848,-89.4320,16725
IL,Boone,42.2943,-88.8521,53448
IL,Brown,39.9660,-90.7475,6244
IL,Bureau,41.3824,-89.4205,33244
IL,Calhoun,39.1230,-90.6382,4437
IL,Carroll,42.0673,-89.9692,15702
IL,Cass,39.9804,-90.3209,13042
IL,Champaign,40.1269,-88.2365,205865
IL,Christian,39.5254,-89.2541,34032
IL,Clark,39.3515,-87.7962,15455
IL,Clay,38.7157,-88.4918,13288
IL,Clinton,38.5887,-89.4857,36899
IL,Coles,39.4880,-88.2646,46863
IL,Cook,41.8695,-87.7580,5275541
IL,Crawford,39.0048,-87.7500,18679
IL,Cumberland,39.2750,-88.2807,10450
IL,De Witt,40.1709,-88.9114,15516
IL,DeKalb,41.9276,-88.7268,100420
IL,Douglas,39.7670,-88.2804,19740
IL,DuPage,41.8489,-88.0713,932877
IL,Edgar,39.6364,-87.7138,16866
IL,Edwards,38.4016,-88.0412,6245
IL,Effingham,39.0959,-88.5733,34668
IL,Fayette,38.9959,-89.0340,21488
IL,Ford,40.5217,-88.2194,13534
IL,Franklin,37.9640,-88.9537,37804
IL,Fulton,40.5248,-90.1166,33609
IL,Gallatin,37.7729,-88.2392,4946
IL,Greene,39.3689,-90.3712,11985
IL,Grundy,41.3500,-88.3446,52533
IL,Hamilton,38.0916,-88.5590,7993
IL,Hancock,40.4250,-91.2024,17620
IL,Hardin,37.4783,-88.2960,3649
IL,Henderson,40.8248,-90.9447,6387
IL,Henry,41.3509,-90.1358,49284
IL,Iroquois,40.7623,-87.8385,27077
IL,Jackson,37.7502,-89.2771,52974
IL,Jasper,39.0039,-88.1626,9287
IL,Jefferson,38.3112,-88.9116,37113
IL,Jersey,39.0752,-90.3193,21512
IL,Jo Daviess,42.4113,-90.3085,22035
IL,Johnson,37.4701,-88.8765,13308
IL,Kane,41.9284,-88.3354,516522
IL,Kankakee,41.1505,-87.8517,107502
IL,Kendall,41.6608,-88.3756,131869
IL,Knox,40.9380,-90.3278,49967
IL,LaSalle,41.3543,-88.8951,109658
IL,Lake,42.3116,-87.9705,714342
IL,Lawrence,38.7182,-87.7460,15280
IL,Lee,41.8121,-89.4019,34145
IL,Livingston,40.9018,-88.5762,35815
IL,Logan,40.1416,-89.3614,27987
IL,Macon,39.8506,-88.9466,103998
IL,Macoupin,39.1917,-89.8771,44967
IL,Madison,38.8010,-90.0126,265859
IL,Marion,38.5906,-89.0161,37729
IL,Marshall,41.0433,-89.3162,11742
IL,Mason,40.2862,-89.8994,13086
IL,Massac,37.1809,-88.7178,14169
IL,McDonough,40.4700,-90.6678,27238
IL,McHenry,42.2703,-88.3514,310229
IL,McLean,40.4938,-88.9538,170954
IL,Menard,39.9969,-89.7992,12297
IL,Mercer,41.2145,-90.6866,15699
IL,Monroe,38.3622,-90.1720,34962
IL,Montgomery,39.1984,-89.5074,28288
IL,Morgan,39.7171,-90.2284,32915
IL,Moultrie,39.6317,-88.6127,14526
IL,Ogle,42.0287,-89.2540,51788
IL,Peoria,40.7467,-89.6399,181830
IL,Perry,38.0577,-89.3224,20945
IL,Piatt,40.0090,-88.5819,16673
IL,Pike,39.6219,-90.8613,14739
IL,Pope,37.4008,-88.5558,3763
IL,Pulaski,37.1985,-89.1306,5193
IL,Putnam,41.2305,-89.2681,5637
IL,Randolph,38.0614,-89.8097,30163
IL,Richland,38.7254,-88.0879,15813
IL,Rock Island,41.4891,-90.5025,144672
IL,Saline,37.7534,-88.5381,23768
IL,Sangamon,39.7711,-89.6549,196343
IL,Schuyler,40.1301,-90.5688,6902
IL,Scott,39.6460,-90.4620,4949
IL,Shelby,39.3994,-88.8006,20990
IL,St. Clair,38.5482,-89.9902,257400
IL,Stark,41.0984,-89.7920,5400
IL,Stephenson,42.3250,-89.6436,44630
IL,Tazewell,40.6052,-89.5302,131343
IL,Union,37.4690,-89.2343,17244
IL,Vermilion,40.1511,-87.6555,74188
IL,Wabash,38.4319,-87.7889,11361
IL,Warren,40.8907,-90.6368,16835
IL,Washington,38.3607,-89.3954,13761
IL,Wayne,38.4082,-88.4218,16179
IL,White,38.0889,-88.1965,13877
IL,Whiteside,41.7820,-89.8252,55691
IL,Will,41.5655,-88.0586,696355
IL,Williamson,37.7544,-88.9766,67153
IL,Winnebago,42.3083,-89.0604,285350
IL,Woodford,40.7692,-89.2916,38467
IN,Adams,40.7495,-84.9343,35809
IN,Allen,41.1008,-85.1252,385410
IN,Bartholomew,39.2150,-85.9053,82208
IN,Benton,40.5763,-87.2919,8719
IN,Blackford,40.4681,-85.3456,12112
IN,Boone,40.0046,-86.3832,70812
IN,Brown,39.2367,-86.2087,15475
IN,Carroll,40.5792,-86.6012,20306
IN,Cass,40.7471,-86.3390,37870
IN,Clark,38.3734,-85.7325,121093
IN,Clay,39.4693,-87.1240,26466
IN,Clinton,40.2978,-86.5136,33190
IN,Crawford,38.3157,-86.4221,10526
IN,Daviess,38.6975,-87.0962,33381
IN,DeKalb,41.3772,-85.0345,43265
IN,Dearborn,39.1468,-84.9205,50679
IN,Decatur,39.3207,-85.4931,26472
IN,Delaware,40.2052,-85.4029,111903
IN,Dubois,38.3587,-86.9157,43637
IN,Elkhart,41.6372,-85.9057,207047
IN,Fayette,39.6404,-85.1473,23398
IN,Floyd,38.3222,-85.8579,80484
IN,Fountain,40.1494,-87.2744,16479
IN,Franklin,39.3985,-85.0710,22785
IN,Fulton,41.0593,-86.2172,20480
IN,Gibson,38.3058,-87.5494,33011
IN,Grant,40.5253,-85.6442,66674
IN,Greene,39.0525,-86.9942,30803
IN,Hamilton,40.0015,-86.0576,347467
IN,Hancock,39.8152,-85.8296,79840
IN,Harrison,38.2342,-86.0982,39654
IN,Hendricks,39.7731,-86.4111,174788
IN,Henry,39.9288,-85.4037,48914
IN,Howard,40.4703,-86.1336,83658
IN,Huntington,40.8699,-85.4862,36662
IN,Jackson,38.9287,-85.9363,46428
IN,Jasper,41.0825,-87.1506,32918
IN,Jay,40.4308,-85.0287,20478
IN,Jefferson,38.7587,-85.4332,33147
IN,Jennings,39.0055,-85.6497,27613
IN,Johnson,39.5559,-86.1152,161765
IN,Knox,38.6993,-87.4548,36282
IN,Kosciusko,41.2678,-85.8305,80240
IN,LaGrange,41.6329,-85.4673,40446
IN,LaPorte,41.6323,-86.7912,112417
IN,Lake,41.5190,-87.4075,498700
IN,Lawrence,38.8478,-86.4959,45011
IN,Madison,40.1135,-85.7088,130129
IN,Marion,39.7889,-86.1363,977203
IN,Marshall,41.3477,-86.2723,46095
IN,Martin,38.6797,-86.8505,9812
IN,Miami,40.7294,-86.0761,35962
IN,Monroe,39.1623,-86.5386,139718
IN,Montgomery,40.0345,-86.9006,37936
IN,Morgan,39.5129,-86.3991,71780
IN,Newton,40.9992,-87.3805,13830
IN,Noble,41.4158,-85.3890,47457
IN,Ohio,38.9544,-84.9100,5940
IN,Orange,38.5623,-86.4960,19867
IN,Owen,39.3146,-86.7982,21321
IN,Parke,39.7579,-87.2252,16156
IN,Perry,38.0086,-86.7055,19170
IN,Pike,38.4270,-87.2331,12250
IN,Porter,41.5140,-87.1043,173215
IN,Posey,38.0127,-87.8199,25222
IN,Pulaski,41.0514,-86.6848,12514
IN,Putnam,39.6464,-86.8343,36726
IN,Randolph,40.1695,-84.9969,24502
IN,Ripley,39.1607,-85.2193,28995
IN,Rush,39.6221,-85.4757,16752
IN,Scott,38.6979,-85.7641,24384
IN,Shelby,39.5350,-85.7901,45055
IN,Spencer,38.0192,-87.0091,19810
IN,St. Joseph,41.6764,-86.2271,272912
IN,Starke,41.2817,-86.6327,23371
IN,Steuben,41.6500,-85.0110,34435
IN,Sullivan,39.1038,-87.3932,20817
IN,Switzerland,38.8170,-85.0237,9737
IN,Tippecanoe,40.4187,-86.8870,186251
IN,Tipton,40.3075,-86.0513,15359
IN,Union,39.6184,-84.9195,7087
IN,Vanderburgh,37.9982,-87.5496,180136
IN,Vermillion,39.7599,-87.4390,15439
IN,Vigo,39.4605,-87.3869,106153
IN,Wabash,40.8558,-85.8042,30976
IN,Warren,40.3127,-87.3254,8440
IN,Warrick,38.0111,-87.3556,63898
IN,Washington,38.5734,-86.0846,28182
IN,Wayne,39.8433,-84.9487,66553
IN,Wells,40.7708,-85.1930,28180
IN,White,40.7536,-86.8100,24688
IN,Whitley,41.1630,-85.4780,34191
KS,Allen,37.8969,-95.3693,12526
KS,Anderson,38.2518,-95.2632,7836
KS,Atchison,39.5554,-95.1792,16348
KS,Barber,37.2119,-98.5577,4228
KS,Barton,38.3965,-98.7583,25493
KS,Bourbon,37.8460,-94.7497,14360
KS,Brown,39.8050,-95.5518,9508
KS,Butler,37.7254,-96.9985,67380
KS,Chase,38.3582,-96.5583,2572
KS,Chautauqua,37.1158,-96.2281,3379
KS,Cherokee,37.1148,-94.7517,19362
KS,Cheyenne,39.7693,-101.7381,2616
KS,Clark,37.2958,-99.8864,1991
KS,Clay,39.3543,-97.1224,8117
KS,Cloud,39.5349,-97.6358,9032
KS,Coffey,38.2491,-95.7416,8360
KS,Comanche,37.2337,-99.3732,1689
KS,Cowley,37.1746,-96.9984,34549
KS,Crawford,37.4383,-94.7294,38972
KS,Decatur,39.8042,-100.4844,2764
KS,Dickinson,38.8860,-97.1521,18402
KS,Doniphan,39.7875,-95.0714,7510
KS,Douglas,38.9425,-95.2542,118785
KS,Edwards,37.9132,-99.3528,2907
KS,Elk,37.4237,-96.2391,2483
KS,Ellis,38.8822,-99.3305,28934
KS,Ellsworth,38.7254,-98.2681,6376
KS,Finney,37.9772,-100.8630,38470
KS,Ford,37.7530,-99.9955,34287
KS,Franklin,38.6035,-95.2604,25996
KS,Geary,39.0405,-96.8388,36739
KS,Gove,39.0471,-100.3778,2718
KS,Graham,39.3582,-99.8556,2415
KS,Grant,37.5803,-101.3513,7352
KS,Gray,37.7241,-100.4123,5653
KS,Greeley,38.4836,-101.7581,1284
KS,Greenwood,37.8619,-96.2246,6016
KS,Hamilton,37.9806,-101.7606,2518
KS,Harper,37.2153,-98.0499,5485
KS,Harvey,38.0461,-97.3859,34024
KS,Haskell,37.4950,-100.8902,3780
KS,Hodgeman,38.0859,-99.8601,1723
KS,Jackson,39.4023,-95.7528,13232
KS,Jefferson,39.2110,-95.3975,18368
KS,Jewell,39.7776,-98.1989,2932
KS,Johnson,38.9249,-94.7403,609863
KS,Kearny,37.9515,-101.2417,3983
KS,Kingman,37.6103,-98.0980,7470
KS,Kiowa,37.5960,-99.2523,2460
KS,Labette,37.2598,-95.2624,20184
KS,Lane,38.5040,-100.4834,1574
KS,Leavenworth,39.2351,-94.9595,81881
KS,Lincoln,39.0350,-98.1862,2939
KS,Linn,38.2396,-94.8010,9591
KS,Logan,39.0955,-100.9263,2762
KS,Lyon,38.4162,-96.1791,32179
KS,Marion,38.3248,-97.1275,11823
KS,Marshall,39.8003,-96.5739,10038
KS,McPherson,38.3826,-97.6467,30223
KS,Meade,37.2922,-100.3969,4055
KS,Miami,38.5952,-94.8311,34191
KS,Mitchell,39.4543,-98.1750,5796
KS,Montgomery,37.1434,-95.6939,31486
KS,Morris,38.6944,-96.5808,5386
KS,Morton,37.0432,-101.8400,2701
KS,Nemaha,39.8294,-95.9663,10273
KS,Neosho,37.6238,-95.3961,15904
KS,Ness,38.4883,-99.8977,2687
KS,Norton,39.8235,-99.8768,5459
KS,Osage,38.6992,-95.7131,15766
KS,Osborne,39.4259,-98.7053,3500
KS,Ottawa,39.0964,-97.6824,5735
KS,Pawnee,38.1798,-99.1470,6253
KS,Phillips,39.7595,-99.3486,4981
KS,Pottawatomie,39.2517,-96.3323,25348
KS,Pratt,37.6448,-98.7306,9157
KS,Rawlins,39.8072,-101.0503,2561
KS,Reno,38.0516,-97.9319,61898
KS,Republic,39.8179,-97.6591,4674
KS,Rice,38.3204,-98.1999,9427
KS,Riley,39.1902,-96.6327,71959
KS,Rooks,39.3217,-99.3141,4919
KS,Rush,38.5278,-99.2812,2956
KS,Russell,38.9042,-98.8307,6691
KS,Saline,38.8148,-97.6056,54303
KS,Scott,38.4816,-100.9131,5151
KS,Sedgwick,37.6803,-97.3444,523824
KS,Seward,37.0511,-100.9187,21964
KS,Shawnee,39.0348,-95.7064,178909
KS,Sheridan,39.3681,-100.4634,2447
KS,Sherman,39.3509,-101.7260,5927
KS,Smith,39.7706,-98.8056,3570
KS,Stafford,38.0051,-98.7338,4072
KS,Stanton,37.5653,-101.7574,2084
KS,Stevens,37.1871,-101.3225,5250
KS,Sumner,37.3034,-97.4068,22382
KS,Thomas,39.3847,-101.0502,7930
KS,Trego,39.0037,-99.8814,2808
KS,Wabaunsee,38.9897,-96.1786,6877
KS,Wallace,38.8858,-101.7616,1512
KS,Washington,39.7793,-97.0489,5530
KS,Wichita,38.4946,-101.3496,2152
KS,Wilson,37.5115,-95.7397,8624
KS,Woodson,37.8761,-95.7350,3115
KS,Wyandotte,39.1060,-94.7128,169245
KY,Adair,37.1075,-85.2797,18903
KY,Allen,36.7502,-86.2101,20588
KY,Anderson,38.0280,-84.9257,23852
KY,Ballard,37.0436,-88.9770,7728
KY,Barren,36.9953,-85.9322,44485
KY,Bath,38.1385,-83.7406,12750
KY,Bell,36.6808,-83.7044,24097
KY,Boone,38.9849,-84.6790,135968
KY,Bourbon,38.2040,-84.2467,20252
KY,Boyd,38.4322,-82.6663,48261
KY,Boyle,37.6379,-84.7968,30614
KY,Bracken,38.7012,-84.0727,8400
KY,Breathitt,37.5187,-83.3774,13718
KY,Breckinridge,37.7698,-86.4081,20432
KY,Bullitt,38.0238,-85.6518,82217
KY,Butler,37.2175,-86.6777,12371
KY,Caldwell,37.1255,-87.8788,12649
KY,Calloway,36.6210,-88.3061,37103
KY,Campbell,39.0324,-84.4393,93076
KY,Carlisle,36.8556,-88.9463,4826
KY,Carroll,38.6692,-85.1407,10810
KY,Carter,38.3141,-83.0349,26627
KY,Casey,37.3016,-84.9260,15941
KY,Christian,36.8090,-87.4778,72748
KY,Clark,37.9864,-84.1828,36972
KY,Clay,37.1690,-83.7501,20345
KY,Clinton,36.7159,-85.1345,9253
KY,Crittenden,37.3322,-88.0950,8990
KY,Cumberland,36.7824,-85.3897,5888
KY,Daviess,37.7474,-87.0951,103312
KY,Edmonson,37.1923,-86.2533,12126
KY,Elliott,38.1230,-83.1087,7354
KY,Estill,37.7071,-83.9918,14163
KY,Fayette,38.0203,-84.4944,322570
KY,Fleming,38.3889,-83.7097,15082
KY,Floyd,37.5586,-82.7396,35942
KY,Franklin,38.1954,-84.8672,51541
KY,Fulton,36.5381,-89.0371,6515
KY,Gallatin,38.7649,-84.8416,8690
KY,Garrard,37.6503,-84.5752,16953
KY,Grant,38.6892,-84.6029,24941
KY,Graves,36.7422,-88.6507,36649
KY,Grayson,37.4713,-86.3046,26420
KY,Green,37.2660,-85.5389,11107
KY,Greenup,38.5544,-82.8092,35962
KY,Hancock,37.8685,-86.8051,9095
KY,Hardin,37.7436,-85.9159,110702
KY,Harlan,36.8661,-83.2338,26831
KY,Harrison,38.4141,-84.3143,18692
KY,Hart,37.2804,-85.8878,19288
KY,Henderson,37.8180,-87.5645,44793
KY,Henry,38.4314,-85.1808,15678
KY,Hickman,36.6644,-88.9566,4521
KY,Hopkins,37.3089,-87.5220,45423
KY,Jackson,37.4006,-83.9924,12955
KY,Jefferson,38.2015,-85.6862,782969
KY,Jessamine,37.8869,-84.5854,52991
KY,Johnson,37.8306,-82.8171,22680
KY,Kenton,39.0111,-84.5491,169064
KY,Knott,37.3290,-82.9424,14251
KY,Knox,36.9027,-83.9211,30193
KY,Larue,37.5428,-85.7232,14867
KY,Laurel,37.0920,-84.0875,62613
KY,Lawrence,38.0810,-82.6775,16293
KY,Lee,37.5907,-83.7027,7395
KY,Leslie,37.1157,-83.3760,10513
KY,Letcher,37.1468,-82.8072,21548
KY,Lewis,38.5641,-83.3505,13080
KY,Lincoln,37.4734,-84.6704,24275
KY,Livingston,37.1331,-88.3514,8888
KY,Logan,36.8600,-86.8628,27432
KY,Lyon,37.0655,-88.0795,8680
KY,Madison,37.7069,-84.2867,92701
KY,Magoffin,37.7334,-83.0571,11637
KY,Marion,37.5701,-85.2844,19581
KY,Marshall,36.8970,-88.3400,31659
KY,Martin,37.8355,-82.5170,11287
KY,Mason,38.6165,-83.7891,17120
KY,McCracken,37.0493,-88.6499,67875
KY,McCreary,36.7130,-84.4474,16888
KY,McLean,37.5155,-87.2214,9152
KY,Meade,37.9344,-86.1346,30003
KY,Menifee,37.9453,-83.5960,6113
KY,Mercer,37.7850,-84.8489,22641
KY,Metcalfe,36.9910,-85.6410,10286
KY,Monroe,36.7078,-85.7234,11338
KY,Montgomery,38.0380,-83.9182,28114
KY,Morgan,37.9145,-83.2690,13726
KY,Muhlenberg,37.2381,-87.1462,30928
KY,Nelson,37.8208,-85.4595,46738
KY,Nicholas,38.3246,-84.0230,7537
KY,Ohio,37.4645,-86.8648,23772
KY,Oldham,38.3726,-85.4592,67607
KY,Owen,38.5310,-84.8310,11278
KY,Owsley,37.4524,-83.6848,4051
KY,Pendleton,38.7153,-84.3592,14644
KY,Perry,37.2588,-83.2003,28473
KY,Pike,37.4639,-82.4272,58669
KY,Powell,37.8507,-83.8805,13129
KY,Pulaski,37.0922,-84.6144,65034
KY,Robertson,38.5209,-84.0510,2193
KY,Rockcastle,37.3809,-84.3512,16037
KY,Rowan,38.1948,-83.4443,24662
KY,Russell,37.0308,-85.0585,17991
KY,Scott,38.2306,-84.5683,57155
KY,Shelby,38.2130,-85.2322,48065
KY,Simpson,36.7325,-86.5719,19594
KY,Spencer,38.0631,-85.3503,19490
KY,Taylor,37.3503,-85.3425,26023
KY,Todd,36.8121,-87.1732,12243
KY,Trigg,36.8455,-87.8349,14061
KY,Trimble,38.6193,-85.3321,8474
KY,Union,37.6523,-87.9299,13668
KY,Warren,36.9670,-86.4358,134554
KY,Washington,37.7382,-85.1928,12027
KY,Wayne,36.8382,-84.8460,19555
KY,Webster,37.5024,-87.6819,13017
KY,Whitley,36.8141,-84.1415,36712
KY,Wolfe,37.7398,-83.5097,6562
KY,Woodford,38.0484,-84.7267,26871
LA,Acadia,30.2816,-92.3510,57576
LA,Allen,30.6694,-92.7795,22750
LA,Ascension,30.2544,-90.9341,126500
LA,Assumption,29.9215,-91.0658,21039
LA,Avoyelles,31.0573,-92.0675,39693
LA,Beauregard,30.7235,-93.2825,36549
LA,Bienville,32.3843,-93.0790,12981
LA,Bossier,32.5608,-93.6590,128746
LA,Caddo,32.4689,-93.7992,237848
LA,Calcasieu,30.2251,-93.2577,216785
LA,Caldwell,32.0730,-92.1046,9645
LA,Cameron,29.9571,-93.2109,5617
LA,Catahoula,31.6950,-91.8200,8906
LA,Claiborne,32.8264,-93.0332,14170
LA,Concordia,31.5922,-91.5463,18687
LA,De Soto,32.1213,-93.7783,26812
LA,East Baton Rouge,30.4603,-91.1001,456781
LA,East Carroll,32.7618,-91.1846,7459
LA,East Feliciana,30.8205,-91.0906,19539
LA,Evangeline,30.6903,-92.3616,32350
LA,Franklin,32.1477,-91.6957,19774
LA,Grant,31.5302,-92.5381,22169
LA,Iberia,29.9942,-91.8096,69929
LA,Iberville,30.2710,-91.2320,30241
LA,Jackson,32.2832,-92.6431,15031
LA,Jefferson,29.9458,-90.1523,440781
LA,Jefferson Davis,30.2411,-92.7462,32250
LA,LaSalle,31.7260,-92.1695,14791
LA,Lafayette,30.1981,-92.0422,241753
LA,Lafourche,29.6903,-90.6340,97557
LA,Lincoln,32.5496,-92.6450,48396
LA,Livingston,30.4824,-90.8431,142282
LA,Madison,32.3977,-91.1978,10017
LA,Morehouse,32.7859,-91.8883,25629
LA,Natchitoches,31.7571,-93.0974,37515
LA,Orleans,29.9758,-90.0529,383997
LA,Ouachita,32.5164,-92.1319,160368
LA,Plaquemines,29.7259,-89.9033,23515
LA,Pointe Coupee,30.6648,-91.4947,20758
LA,Rapides,31.2864,-92.4554,130023
LA,Red River,32.0548,-93.3052,7620
LA,Richland,32.4402,-91.7187,20043
LA,Sabine,31.5781,-93.5645,22155
LA,St. Bernard,29.9306,-89.9372,43764
LA,St. Charles,29.9383,-90.3762,52549
LA,St. Helena,30.7867,-90.6935,10920
LA,St. James,30.0208,-90.7366,20192
LA,St. John the Baptist,30.0722,-90.5112,42477
LA,St. Landry,30.5101,-92.1127,82540
LA,St. Martin,30.2311,-91.8374,51767
LA,St. Mary,29.7380,-91.3390,49406
LA,St. Tammany,30.3869,-89.9618,264570
LA,Tangipahoa,30.5611,-90.4490,133157
LA,Tensas,31.9606,-91.2990,4147
LA,Terrebonne,29.5963,-90.7256,109580
LA,Union,32.7888,-92.3985,21107
LA,Vermilion,29.9987,-92.1618,57359
LA,Vernon,31.0946,-93.2471,48750
LA,Washington,30.8396,-90.0041,45463
LA,Webster,32.6990,-93.3381,36967
LA,West Baton Rouge,30.4368,-91.2666,27199
LA,West Carroll,32.8270,-91.4274,9751
LA,West Feliciana,30.8883,-91.4426,15310
LA,Winn,31.9306,-92.6779,13755
MA,Barnstable,41.6923,-70.3287,228996
MA,Berkshire,42.4569,-73.2183,129026
MA,Bristol,41.7943,-71.1095,579200
MA,Dukes,41.4197,-70.6033,20600
MA,Essex,42.6253,-70.9914,809829
MA,Franklin,42.5782,-72.5592,71029
MA,Hampden,42.1256,-72.5743,465825
MA,Hampshire,42.3127,-72.5722,162308
MA,Middlesex,42.4478,-71.2546,1632002
MA,Nantucket,41.2672,-70.0892,14255
MA,Norfolk,42.2024,-71.1464,725981
MA,Plymouth,42.0237,-70.8556,530819
MA,Suffolk,42.3361,-71.0771,797936
MA,Worcester,42.3034,-71.8027,862111
MD,Allegany,39.6285,-78.8207,68106
MD,Anne Arundel,39.0710,-76.6044,588261
MD,Baltimore,39.3688,-76.6203,854535
MD,Baltimore,39.3144,-76.6181,585708
MD,Calvert,38.5511,-76.5441,92783
MD,Caroline,38.8735,-75.8302,33293
MD,Carroll,39.5262,-76.9931,172891
MD,Cecil,39.6142,-75.9363,103725
MD,Charles,38.5815,-76.9515,166617
MD,Dorchester,38.5713,-76.0117,32531
MD,Frederick,39.4277,-77.4006,271717
MD,Garrett,39.5132,-79.3058,28806
MD,Harford,39.5206,-76.3093,260924
MD,Howard,39.2177,-76.8543,332317
MD,Kent,39.2447,-76.0577,19198
MD,Montgomery,39.0871,-77.1241,1062061
MD,Prince George's,38.9093,-76.8887,967201
MD,Queen Anne's,39.0214,-76.1500,49874
MD,Somerset,38.1331,-75.7422,24620
MD,St. Mary's,38.3072,-76.5780,113777
MD,Talbot,38.7685,-76.0980,37526
MD,Washington,39.6187,-77.7315,154705
MD,Wicomico,38.3723,-75.5938,103588
MD,Worcester,38.3036,-75.2345,52460
ME,Androscoggin,44.1172,-70.2021,111139
ME,Aroostook,46.7013,-68.0884,67105
ME,Cumberland,43.7464,-70.3050,303069
ME,Franklin,44.7074,-70.2259,29456
ME,Hancock,44.4710,-68.4682,55478
ME,Kennebec,44.3956,-69.7489,123642
ME,Knox,44.1329,-69.1616,40607
ME,Lincoln,44.0343,-69.5534,35237
ME,Oxford,44.2793,-70.6141,57777
ME,Penobscot,44.9445,-68.7975,152199
ME,Piscataquis,45.2427,-69.2560,16800
ME,Sagadahoc,43.9568,-69.8715,36699
ME,Somerset,44.8202,-69.6851,50477
ME,Waldo,44.4901,-69.0862,39607
ME,Washington,44.8619,-67.4660,31095
ME,York,43.4225,-70.6402,211972
MI,Alcona,44.6681,-83.4656,10167
MI,Alger,46.3845,-86.7118,8842
MI,Allegan,42.6084,-85.8710,120502
MI,Alpena,45.0506,-83.5029,28907
MI,Antrim,44.9783,-85.1986,23431
MI,Arenac,44.0445,-83.8845,15002
MI,Baraga,46.7665,-88.4500,8158
MI,Barry,42.6185,-85.3494,62423
MI,Bay,43.6300,-83.9292,103856
MI,Benzie,44.6518,-86.0114,17970
MI,Berrien,41.9857,-86.4064,154316
MI,Branch,41.9292,-85.0307,44862
MI,Calhoun,42.2896,-85.1060,134310
MI,Cass,41.8923,-86.0405,51589
MI,Charlevoix,45.2445,-85.1110,26054
MI,Cheboygan,45.5110,-84.5211,25579
MI,Chippewa,46.3656,-84.3963,36785
MI,Clare,43.9444,-84.8257,30856
