domain,city,state,type,org,status,bid_url,platform,checked_date,source,verified_by
brooklynpark.org,Brooklyn Park,MN,City,Brooklyn Park,found,https://brooklynpark.org/bids,agency,2026-08-19,wikidata,domain
brownsvalleymn.com,Browns Valley,MN,City,Browns Valley,found,https://brownsvalleymn.com/solicitations,agency,2026-08-19,wikidata,domain
ci.buffalo.mn.us,Buffalo,MN,City,Buffalo,found,https://ci.buffalo.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofcarlos.com,Carlos,MN,City,Carlos,found,https://cityofcarlos.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofcarver.com,Carver,MN,City,Carver,found,https://cityofcarver.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
centervillemn.com,Centerville,MN,City,Centerville,found,https://centervillemn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
mn-chaska.civicplus.com,Chaska,MN,City,Chaska,found,https://mn-chaska.civicplus.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
chisholm.govoffice.com,Chisholm,MN,City,Chisholm,found,https://chisholm.govoffice.com/bids,agency,2026-08-19,wikidata,domain
cokato.mn.us,Cokato,MN,City,Cokato,found,https://cokato.mn.us/government/bid_postings.php,agency,2026-08-19,wikidata,domain
ci.corcoran.mn.us,Corcoran,MN,City,Corcoran,found,https://ci.corcoran.mn.us/government/public_notices/bid_requests_bid_results/index.php,agency,2026-08-19,wikidata,domain
cityofcourtland.com,Courtland,MN,City,Courtland,found,https://cityofcourtland.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
dassel.com,Dassel,MN,City,Dassel,found,https://dassel.com/bids,agency,2026-08-19,wikidata,domain
dawsonmn.com,Dawson,MN,City,Dawson,found,https://dawsonmn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofdaytonmn.com,Dayton,MN,City,Dayton,found,https://cityofdaytonmn.com/government/bids_rfps.php,agency,2026-08-19,wikidata,domain
delano.mn.us,Delano,MN,City,Delano,found,https://delano.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
eaglelakemn.com,Eagle Lake,MN,City,Eagle Lake,found,https://eaglelakemn.com/procurement,agency,2026-08-19,wikidata,domain
ci.east-bethel.mn.us,East Bethel,MN,City,East Bethel,found,https://ci.east-bethel.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
elginmn.com,Elgin,MN,City,Elgin,found,https://elginmn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ely.mn.us,Ely,MN,City,Ely,found,https://ely.mn.us/rfp,agency,2026-08-19,wikidata,domain
evelethmn.com,Eveleth,MN,City,Eveleth,found,https://evelethmn.com/government/purchasing,agency,2026-08-19,wikidata,domain
ci.excelsior.mn.us,Excelsior,MN,City,Excelsior,found,https://ci.excelsior.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
fairmont.org,Fairmont,MN,City,Fairmont,found,https://fairmont.org/contracts-and-bidding-information/,agency,2026-08-19,wikidata,domain
ci.farmington.mn.us,Farmington,MN,City,Farmington,found,https://ci.farmington.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.foley.mn.us,Foley,MN,City,Foley,found,https://ci.foley.mn.us/bid-opportunities,agency,2026-08-19,wikidata,domain
foradadays.com,Forada,MN,City,Forada,found,https://foradadays.com/bids-and-rfps,agency,2026-08-19,wikidata,domain
ci.forest-lake.mn.us,Forest Lake,MN,City,Forest Lake,found,https://ci.forest-lake.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
frazeecity.com,Frazee,MN,City,Frazee,found,https://frazeecity.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.fridley.mn.us,Fridley,MN,City,Fridley,found,https://ci.fridley.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
gilbertmn.org,Gilbert,MN,City,Gilbert,found,https://gilbertmn.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
glyndonmn.com,Glyndon,MN,City,Glyndon,found,https://glyndonmn.com/bids-and-rfps,agency,2026-08-19,wikidata,domain
cityofgoodhue.com,Goodhue,MN,City,Goodhue,found,https://cityofgoodhue.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofgrandrapidsmn.com,Grand Rapids,MN,City,Grand Rapids,found,https://cityofgrandrapidsmn.com/rfps,agency,2026-08-19,wikidata,domain
hackensackchamber.com,Hackensack,MN,City,Hackensack,found,https://hackensackchamber.com/rfp,agency,2026-08-19,wikidata,domain
harrismn.com,Harris,MN,City,Harris,found,https://harrismn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
hawley.govoffice.com,Hawley,MN,City,Hawley,found,https://hawley.govoffice.com/departments/finance/purchasing,agency,2026-08-19,wikidata,domain
heronlakecity.org,Heron Lake,MN,City,Heron Lake,found,https://heronlakecity.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
hillcity-mn.com,Hill City,MN,City,Hill City,found,https://hillcity-mn.com/news_detail_T28_R44.php,agency,2026-08-19,wikidata,domain
hopkinsmn.com,Hopkins,MN,City,Hopkins,found,https://hopkinsmn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
hoytlakes.com,Hoyt Lakes,MN,City,Hoyt Lakes,found,https://hoytlakes.com/rfp,agency,2026-08-19,wikidata,domain
cityofisanti.us,Isanti,MN,City,Isanti,found,https://cityofisanti.us/government/bids___rfps.php,agency,2026-08-19,wikidata,domain
cityofkellogg.org,Kellogg,MN,City,Kellogg,found,https://cityofkellogg.org/bids,agency,2026-08-19,wikidata,domain
lakeparkmn.com,Lake Park,MN,City,Lake Park,found,https://lakeparkmn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityoflesueur.com,Le Sueur,MN,City,Le Sueur,found,https://cityoflesueur.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
lewistonmn.org,Lewiston,MN,City,Lewiston,found,https://lewistonmn.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityoflittlefalls.com,Little Falls,MN,City,Little Falls,found,https://cityoflittlefalls.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
lonsdale.govoffice.com,Lonsdale,MN,City,Lonsdale,found,https://lonsdale.govoffice.com/departments/purchasing,agency,2026-08-19,wikidata,domain
cityofluverne.org,Luverne,MN,City,Luverne,found,https://cityofluverne.org/bids,agency,2026-08-19,wikidata,domain
lylemn.org,Lyle,MN,City,Lyle,found,https://lylemn.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
madeliamn.com,Madelia,MN,City,Madelia,found,https://madeliamn.com/rfp,agency,2026-08-19,wikidata,domain
medfordminnesota.com,Medford,MN,City,Medford,found,https://medfordminnesota.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
medinamn.us,Medina,MN,City,Medina,found,https://www.medinamn.gov/Events-directory/Medina-Celebration-Day,agency,2026-08-19,wikidata,domain
cityofmilaca.org,Milaca,MN,City,Milaca,found,https://cityofmilaca.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
minnesotalake.com,Minnesota Lake,MN,City,Minnesota Lake,found,https://minnesotalake.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.morristown.mn.us,Morristown,MN,City,Morristown,found,https://ci.morristown.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
mortonmn.com,Morton,MN,City,Morton,found,https://mortonmn.com/rfps,agency,2026-08-19,wikidata,domain
mountainlakemn.com,Mountain Lake,MN,City,Mountain Lake,found,https://mountainlakemn.com/procurement,agency,2026-08-19,wikidata,domain
ci.new-prague.mn.us,New Prague,MN,City,New Prague,found,https://ci.new-prague.mn.us/solicitations,agency,2026-08-19,wikidata,domain
cityofnewrichlandmn.com,New Richland,MN,City,New Richland,found,https://cityofnewrichlandmn.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.new-ulm.mn.us,New Ulm,MN,City,New Ulm,found,https://ci.new-ulm.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
explorenewyorkmills.com,New York Mills,MN,City,New York Mills,found,https://explorenewyorkmills.com/bids,agency,2026-08-19,wikidata,domain
cityofnisswa.com,Nisswa,MN,City,Nisswa,found,https://cityofnisswa.com/bids,agency,2026-08-19,wikidata,domain
ci.north-branch.mn.us,North Branch,MN,City,North Branch,found,https://ci.north-branch.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
northmankato.com,North Mankato,MN,City,North Mankato,found,https://northmankato.com/business/bid_opportunities.php,agency,2026-08-19,wikidata,domain
ci.northome.mn.us,Northome,MN,City,Northome,found,https://ci.northome.mn.us/bids.html,agency,2026-08-19,wikidata,domain
ci.oakdale.mn.us,Oakdale,MN,City,Oakdale,found,https://ci.oakdale.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
onamia.com,Onamia,MN,City,Onamia,found,https://onamia.com/rfp,agency,2026-08-19,wikidata,domain
oronoco.com,Oronoco,MN,City,Oronoco,found,https://oronoco.com/departments/purchasing,agency,2026-08-19,wikidata,domain
ci.otsego.mn.us,Otsego,MN,City,Otsego,found,https://ci.otsego.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.owatonna.mn.us,Owatonna,MN,City,Owatonna,found,https://ci.owatonna.mn.us/purchasing,agency,2026-08-19,wikidata,domain
paynesvillemn.com,Paynesville,MN,City,Paynesville,found,https://paynesvillemn.com/news_detail_T3_R249.php,agency,2026-08-19,wikidata,domain
princetonmn.org,Princeton,MN,City,Princeton,found,https://princetonmn.org/departments/purchasing,agency,2026-08-19,wikidata,domain
red-wing.org,Red Wing,MN,City,Red Wing,found,https://red-wing.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
rockvillecity.org,Rockville,MN,City,Rockville,found,https://rockvillecity.org/departments/purchasing,agency,2026-08-19,wikidata,domain
ci.rosemount.mn.us,Rosemount,MN,City,Rosemount,found,https://ci.rosemount.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
royaltonmn.com,Royalton,MN,City,Royalton,found,https://royaltonmn.com/bids,agency,2026-08-19,wikidata,domain
cityofsanbornmn.org,Sanborn,MN,City,Sanborn,found,https://cityofsanbornmn.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
sartellmn.com,Sartell,MN,City,Sartell,found,https://sartellmn.com/business/bid_opportunities.php,agency,2026-08-19,wikidata,domain
shafermn.com,Shafer,MN,City,Shafer,found,https://shafermn.com/bids,agency,2026-08-19,wikidata,domain
cityofsilverlake.org,Silver Lake,MN,City,Silver Lake,found,https://cityofsilverlake.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
slpmn.org,Spring Lake Park,MN,City,Spring Lake Park,found,https://slpmn.org/rfps,agency,2026-08-19,wikidata,homepage
springfieldmn.org,Springfield,MN,City,Springfield,found,https://springfieldmn.org/doing-business/bids,agency,2026-08-19,wikidata,domain
ci.stcloud.mn.us,St. Cloud,MN,City,St. Cloud,found,https://ci.stcloud.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityoftower.com,Tower,MN,City,Tower,found,https://cityoftower.com/bids-and-rfps,agency,2026-08-19,wikidata,domain
trumanmn.us,Truman,MN,City,Truman,found,https://trumanmn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityvadnaisheights.com,Vadnais Heights,MN,City,Vadnais Heights,found,https://cityvadnaisheights.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.victoria.mn.us,Victoria,MN,City,Victoria,found,https://ci.victoria.mn.us/community/projects/bids_posting.php,agency,2026-08-19,wikidata,domain
wabasha.org,Wabasha,MN,City,Wabasha,found,https://wabasha.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.waitepark.mn.us,Waite Park,MN,City,Waite Park,found,https://ci.waitepark.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
walnutgrovemn.org,Walnut Grove,MN,City,Walnut Grove,found,https://walnutgrovemn.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
warrenminnesota.com,Warren,MN,City,Warren,found,https://warrenminnesota.com/bids,agency,2026-08-19,wikidata,domain
wayzata.org,Wayzata,MN,City,Wayzata,found,https://wayzata.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.worthington.mn.us,Worthington,MN,City,Worthington,found,https://ci.worthington.mn.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
wyomingmn.org,Wyoming,MN,City,Wyoming,found,https://wyomingmn.org/rfp,agency,2026-08-19,wikidata,domain
acmogov.com,Appleton City,MO,City,Appleton City,found,https://acmogov.com/Bids.aspx,civicplus,2026-08-18,wikidata,homepage
arnoldmo.org,Arnold,MO,City,Arnold,found,https://arnoldmo.org/rfp,agency,2026-08-18,wikidata,domain
ashlandmo.us,Ashland,MO,City,Ashland,found,https://ashlandmo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
aurora-cityhall.org,Aurora,MO,City,Aurora,found,https://aurora-cityhall.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
avamissouri.org,Ava,MO,City,Ava,found,https://avamissouri.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
ballwin.mo.us,Ballwin,MO,City,Ballwin,found,https://ballwin.mo.us/Request-for-Bids-Proposals-and-Professional-Services/,agency,2026-08-19,wikidata,domain
cityofbn.com,Bellefontaine Neighbors,MO,City,Bellefontaine Neighbors,found,https://cityofbn.com/administration/bidding-contracting-opportunities,agency,2026-08-19,wikidata,homepage
belton.org,Belton,MO,City,Belton,found,https://belton.org/bids,agency,2026-08-18,wikidata,domain
cityofberkeley.us,Berkeley,MO,City,Berkeley,found,https://cityofberkeley.us/egov/apps/document/center.egov?eGov_searchType=48;eGov_searchSubmit=Search,agency,2026-08-19,wikidata,domain
bethanymo.com,Bethany,MO,City,Bethany,found,https://bethanymo.com/bids,agency,2026-08-18,wikidata,domain
cityofblackjack.com,Black Jack,MO,City,Black Jack,found,https://cityofblackjack.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
bluespringsgov.com,Blue Springs,MO,City,Blue Springs,found,https://bluespringsgov.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
bonneterre.net,Bonne Terre,MO,City,Bonne Terre,found,https://bonneterre.net/bidsandrfps,agency,2026-08-19,wikidata,domain
brentwoodmo.org,Brentwood,MO,City,Brentwood,found,https://brentwoodmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
bridgetonmo.com,Bridgeton,MO,City,Bridgeton,found,https://bridgetonmo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
brookfieldcity.com,Brookfield,MO,City,Brookfield,found,https://brookfieldcity.com/RFP.aspx,agency,2026-08-19,wikidata,domain
brunswickmo.com,Brunswick,MO,City,Brunswick,found,https://brunswickmo.com/procurement,agency,2026-08-19,wikidata,domain
cityofcalifornia.net,California,MO,City,California,found,https://cityofcalifornia.net/bids-and-rfps,agency,2026-08-19,wikidata,domain
camdentoncity.com,Camdenton,MO,City,Camdenton,found,https://camdentoncity.com/business/review_open_bids_contracts.php,agency,2026-08-19,wikidata,domain
carrolltonareachamber.org,Carrollton,MO,City,Carrollton,found,https://carrolltonareachamber.org/bids,agency,2026-08-19,wikidata,domain
cartervillemo.com,Carterville,MO,City,Carterville,found,https://cartervillemo.com/code-book%2C-rfqs%2C-etc,agency,2026-08-19,wikidata,domain
chesterfield.mo.us,Chesterfield,MO,City,Chesterfield,found,https://chesterfield.mo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
clevermo.com,Clever,MO,City,Clever,found,https://www.cleverfpd.com/community-room.html,agency,2026-08-19,wikidata,domain
clintonmo.com,Clinton,MO,City,Clinton,found,https://clintonmo.com/bids,agency,2026-08-18,wikidata,domain
dardenneprairie.org,Dardenne Prairie,MO,City,Dardenne Prairie,found,"https://dardenneprairie.org/department/finance_hr/bids,_rfps_rfqs.php",agency,2026-08-19,wikidata,domain
desperesmo.org,Des Peres,MO,City,Des Peres,found,https://desperesmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
duenwegmo.com,Duenweg,MO,City,Duenweg,found,https://duenwegmo.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ellisville.mo.us,Ellisville,MO,City,Ellisville,found,https://ellisville.mo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
eureka.mo.us,Eureka,MO,City,Eureka,found,https://eureka.mo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
fentonmo.org,Fenton,MO,City,Fenton,found,https://fentonmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
florissantmo.com,Florissant,MO,City,Florissant,found,https://florissantmo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
greenfieldmo.org,Greenfield,MO,City,Greenfield,found,https://greenfieldmo.org/rfps,agency,2026-08-19,wikidata,domain
ci.harrisonville.mo.us,Harrisonville,MO,City,Harrisonville,found,https://ci.harrisonville.mo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
hazelwoodmo.org,Hazelwood,MO,City,Hazelwood,found,https://hazelwoodmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityofherculaneum.org,Herculaneum,MO,City,Herculaneum,found,https://cityofherculaneum.org/bids-and-rfps,agency,2026-08-19,wikidata,domain
houstonmo.org,Houston,MO,City,Houston,found,https://houstonmo.org/rfps,agency,2026-08-19,wikidata,domain
cityofjennings.org,Jennings,MO,City,Jennings,found,https://cityofjennings.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
joplinmo.org,Joplin,MO,City,Joplin,found,https://joplinmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityoflaplata.net,La Plata,MO,City,La Plata,found,https://cityoflaplata.net/bidsandrfps,agency,2026-08-19,wikidata,domain
cityoflamar.org,Lamar,MO,City,Lamar,found,https://cityoflamar.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
lees-summit.mo.us,Lee's Summit,MO,City,Lee's Summit,found,https://lees-summit.mo.us/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityofleeton.com,Leeton,MO,City,Leeton,found,https://cityofleeton.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
louisiana-mo.com,Louisiana,MO,City,Louisiana,found,https://louisiana-mo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
maryville.org,Maryville,MO,City,Maryville,found,https://maryville.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
mexicomissouri.net,Mexico,MO,City,Mexico,found,https://mexicomissouri.net/Bids.aspx,civicplus,2026-08-18,wikidata,domain
moberlymo.org,Moberly,MO,City,Moberly,found,https://moberlymo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
moundcitymo.com,Mound City,MO,City,Mound City,found,https://moundcitymo.com/bids,agency,2026-08-19,wikidata,domain
nixa.com,Nixa,MO,City,Nixa,found,https://nixa.com/purchasing,agency,2026-08-18,wikidata,domain
ofallon.mo.us,O'Fallon,MO,City,O'Fallon,found,https://ofallon.mo.us/bid-opportunities,agency,2026-08-18,wikidata,domain
olivettemo.com,Olivette,MO,City,Olivette,found,https://olivettemo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
overlandmo.org,Overland,MO,City,Overland,found,https://overlandmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityofowensville.com,Owensville,MO,City,Owensville,found,https://cityofowensville.com/how_do_i/apply/bids___rfps.php,agency,2026-08-19,wikidata,domain
ozarkmissouri.com,Ozark,MO,City,Ozark,found,https://ozarkmissouri.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
parkhillsmo.net,Park Hills,MO,City,Park Hills,found,https://parkhillsmo.net/bulletin-board/news/city-of-park-hills-accepting-sealed-bids-for-surplus-police-vehicle/,agency,2026-08-19,wikidata,domain
cityofpevely.org,Pevely,MO,City,Pevely,found,https://cityofpevely.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
pinevillemo.us,Pineville,MO,City,Pineville,found,https://pinevillemo.us/bidopportunities,agency,2026-08-19,wikidata,domain
plattecity.org,Platte City,MO,City,Platte City,found,https://plattecity.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
pleasanthill.com,Pleasant Hill,MO,City,Pleasant Hill,found,https://pleasanthill.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
pleasantvalleymo.org,Pleasant Valley,MO,City,Pleasant Valley,found,https://pleasantvalleymo.org/bidsandrfps,agency,2026-08-19,wikidata,domain
raytown.mo.us,Raytown,MO,City,Raytown,found,https://raytown.mo.us/services/bids.php,agency,2026-08-19,wikidata,domain
republicmo.com,Republic,MO,City,Republic,found,https://republicmo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityofrichmondmo.org,Richmond,MO,City,Richmond,found,https://cityofrichmondmo.org/bid-opportunities,agency,2026-08-18,wikidata,domain
richmondheights.org,Richmond Heights,MO,City,Richmond Heights,found,https://richmondheights.org/bids,agency,2026-08-19,wikidata,domain
cityofsedalia.com,Sedalia,MO,City,Sedalia,found,https://cityofsedalia.com/bids-rfps/,agency,2026-08-19,wikidata,domain
seymourmissouri.org,Seymour,MO,City,Seymour,found,https://seymourmissouri.org/bid-opportunities,agency,2026-08-18,wikidata,domain
sikeston.org,Sikeston,MO,City,Sikeston,found,https://sikeston.org/bids,agency,2026-08-18,wikidata,domain
smithvillemo.org,Smithville,MO,City,Smithville,found,https://smithvillemo.org/business/bids.php,agency,2026-08-19,wikidata,domain
stannmo.org,St. Ann,MO,City,St. Ann,found,https://stannmo.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
stpetersmo.net,St. Peters,MO,City,St. Peters,found,https://stpetersmo.net/Bids.aspx,civicplus,2026-08-18,wikidata,domain
sunset-hills.com,Sunset Hills,MO,City,Sunset Hills,found,https://sunset-hills.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
town-and-country.org,Town and Country,MO,City,Town and Country,found,https://town-and-country.org/Bids.aspx,civicplus,2026-08-18,wikidata,domain
trentonmo.com,Trenton,MO,City,Trenton,found,https://trentonmo.com/bids,agency,2026-08-18,wikidata,domain
ucitymo.org,University City,MO,City,University City,found,https://ucitymo.org/Bids.aspx,civicplus,2026-08-18,wikidata,homepage
warrensburg-mo.com,Warrensburg,MO,City,Warrensburg,found,https://warrensburg-mo.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
cityofwildwood.com,Wildwood,MO,City,Wildwood,found,https://cityofwildwood.com/Bids.aspx,civicplus,2026-08-18,wikidata,domain
woodsonterrace.net,Woodson Terrace,MO,City,Woodson Terrace,found,https://woodsonterrace.net/Info-Center/City-News-and-Announcements/?n=431,agency,2026-08-19,wikidata,domain
ackermanms.org,Ackerman,MS,City,Ackerman,found,https://ackermanms.org/rfps,agency,2026-08-19,wikidata,domain
biloxi.ms.us,Biloxi,MS,City,Biloxi,found,https://biloxi.ms.us/bids,agency,2026-08-19,wikidata,domain
cityofclarksdale.org,Clarksdale,MS,City,Clarksdale,found,https://cityofclarksdale.org/bids,agency,2026-08-19,wikidata,domain
cityofclevelandms.com,Cleveland,MS,City,Cleveland,found,https://cityofclevelandms.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
thecityofcolumbusms.org,Columbus,MS,City,Columbus,found,https://thecityofcolumbusms.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
diberville.ms.us,D'Iberville,MS,City,D'Iberville,found,https://diberville.ms.us/bids,agency,2026-08-19,wikidata,domain
laurelms.com,Laurel,MS,City,Laurel,found,https://laurelms.com/open-bids,agency,2026-08-19,wikidata,domain
cityoflucedale.com,Lucedale,MS,City,Lucedale,found,https://cityoflucedale.com/bids,agency,2026-08-19,wikidata,domain
cityofmosspoint.org,Moss Point,MS,City,Moss Point,found,https://cityofmosspoint.org/departments/purchasing,agency,2026-08-19,wikidata,domain
natchez.ms.us,Natchez,MS,City,Natchez,found,https://natchez.ms.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
obms.us,Olive Branch,MS,City,Olive Branch,found,https://obms.us/Bids.aspx,civicplus,2026-08-19,wikidata,homepage
oxfordms.net,Oxford,MS,City,Oxford,found,https://oxfordms.net/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofpascagoula.com,Pascagoula,MS,City,Pascagoula,found,https://cityofpascagoula.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
pass-christian.com,Pass Christian,MS,City,Pass Christian,found,https://pass-christian.com/bids,agency,2026-08-19,wikidata,domain
cityofpetal.com,Petal,MS,City,Petal,found,https://cityofpetal.com/rfps,agency,2026-08-19,wikidata,domain
picayune.ms.us,Picayune,MS,City,Picayune,found,https://picayune.ms.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ridgelandms.org,Ridgeland,MS,City,Ridgeland,found,https://www.ridgelandms.org/central-bidding-information/,agency,2026-08-19,wikidata,domain
cityofrollingfork.org,Rolling Fork,MS,City,Rolling Fork,found,https://cityofrollingfork.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
southaven.org,Southaven,MS,City,Southaven,found,https://southaven.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofstarkville.org,Starkville,MS,City,Starkville,found,https://cityofstarkville.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
waynesboroms.us,Waynesboro,MS,City,Waynesboro,found,https://waynesboroms.us/bids,agency,2026-08-19,wikidata,domain
winonams.us,Winona,MS,City,Winona,found,https://winonams.us/bids,agency,2026-08-19,wikidata,domain
adlc.us,Anaconda,MT,City,Anaconda,found,https://adlc.us/Bids.aspx,civicplus,2026-08-19,wikidata,homepage
co.silverbow.mt.us,Butte,MT,City,Butte,found,https://co.silverbow.mt.us/Bids.aspx,civicplus,2026-08-19,wikidata,homepage
cityofcolumbiafalls.org,Columbia Falls,MT,City,Columbia Falls,found,https://cityofcolumbiafalls.org/Bids.aspx,civicplus,2026-08-19,wikidata,domain
greatfallsmt.net,Great Falls,MT,City,Great Falls,found,https://greatfallsmt.net/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofhamilton.net,Hamilton,MT,City,Hamilton,found,https://cityofhamilton.net/i_want_to/submit_a_bid_or_proposal.php,agency,2026-08-19,wikidata,domain
kalispell.com,Kalispell,MT,City,Kalispell,found,https://kalispell.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
libbymontana.com,Libby,MT,City,Libby,found,https://libbymontana.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.missoula.mt.us,Missoula,MT,City,Missoula,found,https://ci.missoula.mt.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofronan.org,Ronan,MT,City,Ronan,found,https://cityofronan.org/bids,agency,2026-08-19,wikidata,domain
threeforksmontana.us,Three Forks,MT,City,Three Forks,found,https://threeforksmontana.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
townsendmt.com,Townsend,MT,City,Townsend,found,https://townsendmt.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
ci.wolf-point.mt.us,Wolf Point,MT,City,Wolf Point,found,https://ci.wolf-point.mt.us/rfps,agency,2026-08-19,wikidata,domain
ci.asheboro.nc.us,Asheboro,NC,City,Asheboro,found,https://ci.asheboro.nc.us/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofbelmont.org,Belmont,NC,City,Belmont,found,https://cityofbelmont.org/bid-opportunities,agency,2026-08-19,wikidata,domain
bessemercity.com,Bessemer City,NC,City,Bessemer City,found,https://bessemercity.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
cityofbsl.org,Boiling Spring Lakes,NC,City,Boiling Spring Lakes,found,https://www.cityofbsl.org/public-works/request-qualifications-bids-proposals,agency,2026-08-19,wikidata,homepage
cityofbrevard.com,Brevard,NC,City,Brevard,found,https://cityofbrevard.com/Bids.aspx,civicplus,2026-08-19,wikidata,domain
